ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,DISTRICT_CATEGORY
098CE4D65F,서울특별시 성동구 무수막길 84,사랑******,,서울 성동구,포장마차,신금호,20241015,,신금호
C87A5EFBD3,서울특별시 성동구 무수막길 84,할머***,,서울 성동구,한식-냉면,신금호,20180403,,신금호
3D7A63FFA7,서울특별시 성동구 무수막길 85,토핑**,,서울 성동구,양식,신금호,20200212,,신금호
1A95814825,서울특별시 성동구 무수막길 85,모모**,,서울 성동구,일식당,신금호,20240716,,신금호
500A36AF3C,서울특별시 성동구 무수막길 85,5학***************,,서울 성동구,한식-육류/고기,신금호,20171027,,신금호
C21D7968F4,서울특별시 성동구 무수막길 89,신한********,,서울 성동구,치킨,신금호,20240216,,신금호
ABD760AB85,서울특별시 성동구 무수막길 89,전잔*,,서울 성동구,한식-단품요리일반,신금호,20231229,,신금호
D709A19B89,서울특별시 성동구 무수막길 91,수제********,,서울 성동구,한식-육류/고기,신금호,20200731,,신금호
25B296A614,서울특별시 성동구 무수막길 93,골드**,,서울 성동구,축산물,신금호,20240701,,신금호
45E84CAA54,서울특별시 성동구 무수막길 94,오봉******,,서울 성동구,한식-단품요리일반,신금호,20240730,,신금호
DF809D8AFF,서울특별시 성동구 무학로 12-1,비지***********,,서울 성동구,베이커리,,20240227,,왕십리
402132957B,서울특별시 성동구 무학로 16-1,신전*************,분식12,서울 성동구,분식,,20230612,,왕십리
C1C5F1B907,서울특별시 성동구 무학로 20-5,정가***,,서울 성동구,백반/가정식,,20171128,,왕십리
C4A3CC1A88,서울특별시 성동구 무학로2길 7,보다**,,서울 성동구,한식-단품요리일반,왕십리,20200616,,왕십리
50FC72558D,서울특별시 성동구 무학로6길 4,카페***,,서울 성동구,카페,,20181211,,왕십리
9749F65AAB,서울특별시 성동구 무학로6길 7,샌드**,,서울 성동구,한식-단품요리일반,,20241127,,왕십리
63F736E9EB,서울특별시 성동구 무학봉길 35,떡도*******,,서울 성동구,떡/한과,,20200703,,왕십리
58A30B4F4D,서울특별시 성동구 무학봉길 43,비에******,치킨3,서울 성동구,치킨,,20240129,,왕십리
0C73E5FAC6,서울특별시 성동구 무학봉길 43,체온*******,,서울 성동구,인삼제품,,20241120,,왕십리
3AF3906E1E,서울특별시 성동구 무학봉길 57,슐스*****,,서울 성동구,카페,,20230328,,왕십리
A2ECEC9C8C,서울특별시 성동구 무학봉길 67,대명****,,서울 성동구,축산물,,20240809,,왕십리
6FABF4670F,서울특별시 성동구 무학봉길 67,대명****,,서울 성동구,한식-육류/고기,,20240812,,왕십리
90A64A1805,서울특별시 성동구 무학봉길 82,무프*****,,서울 성동구,베이커리,왕십리,20241206,,왕십리
5890F473D8,서울특별시 성동구 무학봉길 83,한끼**,,서울 성동구,백반/가정식,왕십리,20230706,,왕십리
02B146CDF2,서울특별시 성동구 무학봉길 83,한식**,,서울 성동구,백반/가정식,왕십리,20230706,,왕십리
62AC8476D3,서울특별시 성동구 무학봉길 87,삼호***,,서울 성동구,건강원,왕십리,20180214,,왕십리
820A26A28C,서울특별시 성동구 무학봉길 93,국대**,,서울 성동구,한식-육류/고기,왕십리,20241008,,왕십리
48A320941A,서울특별시 성동구 무학봉길 97,육*,,서울 성동구,한식-육류/고기,왕십리,20241021,,왕십리
EA5FAE889A,서울특별시 성동구 사근동8길 6,더스******,,서울 성동구,커피전문점,한양대,20190502,,한양대
B101875C3F,서울특별시 성동구 사근동9길 1,종점***,,서울 성동구,샌드위치/토스트,한양대,20240125,,한양대
07F3A46C54,서울특별시 성동구 사근동길 12,화미**,,서울 성동구,중식-훠궈/마라탕,한양대,20240108,,한양대
161833AB04,서울특별시 성동구 사근동길 18,비에************,치킨3,서울 성동구,치킨,한양대,20211208,,한양대
0BF9751673,서울특별시 성동구 사근동길 23,루루****,,서울 성동구,한식-단품요리일반,한양대,20240507,,한양대
99C504D739,서울특별시 성동구 사근동길 43,오케*******************,,서울 성동구,아이스크림/빙수,한양대,20220331,,한양대
3F033E596C,서울특별시 성동구 사근동길 53,하*,,서울 성동구,베이커리,한양대,20240711,,한양대
5183626392,서울특별시 성동구 사근동길 54,압구**********,,서울 성동구,한식-찌개/전골,한양대,20190904,,한양대
4E4FF6A584,서울특별시 성동구 사근동길 56,참진****,,서울 성동구,한식-국밥/설렁탕,한양대,20190730,20250718.0,한양대
ACA6852B94,서울특별시 성동구 사근동길 58,데일******,,서울 성동구,식료품,한양대,20230426,20250714.0,한양대
9C580867E4,서울특별시 성동구 사근동길 61,세원***,,서울 성동구,축산물,한양대,20200221,,한양대
6F17AD6277,서울특별시 성동구 사근동길 61,화이********,,서울 성동구,커피전문점,한양대,20200812,,한양대
B5E96D7BB4,서울특별시 성동구 사근동길 64,오잉********,,서울 성동구,카페,한양대,20230222,,한양대
C1CF5ADDEC,서울특별시 성동구 사근동길 65,미쳐*********,치킨22,서울 성동구,치킨,,20211207,,한양대
CF185DF6A6,서울특별시 성동구 사근동길 66,한양*********,,서울 성동구,한식-단품요리일반,한양대,20230524,,한양대
12E063A8BA,서울특별시 성동구 사근동길 67,대연*,,서울 성동구,중식당,,20190424,,한양대
A78C867800,서울특별시 성동구 사근동길 67,대연*****,,서울 성동구,중식당,,20240105,20250709.0,한양대
D17F92EAE0,서울특별시 성동구 사근동길 68,아빠*************,,서울 성동구,아이스크림/빙수,한양대,20240328,,한양대
DA258C9262,서울특별시 성동구 살곶이2길 1,마머********,,서울 성동구,양식,,20210408,,마장동
DEC108E9DF,서울특별시 성동구 살곶이길 18,뚝방**,,서울 성동구,식료품,마장동,20240613,,마장동
51E712A1A7,서울특별시 성동구 살곶이길 18,뚝방*,,서울 성동구,한식-육류/고기,마장동,20240228,,마장동
46AEC08B5A,서울특별시 성동구 상원10길 10,평이***********,,서울 성동구,분식,뚝섬,20191218,,뚝섬
C078C96A10,서울특별시 성동구 상원10길 23,피카***,,서울 성동구,카페,뚝섬,20210409,,뚝섬
F1A9A57B7B,서울특별시 성동구 상원10길 25,먼데******************,,서울 성동구,양식,뚝섬,20231114,,뚝섬
CD4D9C986E,서울특별시 성동구 상원10길 25,르셀*******,,서울 성동구,베이커리,뚝섬,20220518,,뚝섬
312F1E6B7B,서울특별시 성동구 상원12길 19,에이*********,,서울 성동구,카페,뚝섬,20221013,,뚝섬
670C37D448,서울특별시 성동구 상원12길 28,김밥**,,서울 성동구,분식,뚝섬,20210615,,뚝섬
E474B338BD,서울특별시 성동구 상원12길 30,레스***********,,서울 성동구,카페,뚝섬,20210712,,뚝섬
89DFC2D95C,서울특별시 성동구 상원12길 30,성일**,,서울 성동구,백반/가정식,뚝섬,20220718,,뚝섬
57C7DFB21A,서울특별시 성동구 상원12길 30,성수*,,서울 성동구,동남아/인도음식,뚝섬,20240823,,뚝섬
9A4D14C1AA,서울특별시 성동구 상원12길 34,60*******,치킨1,서울 성동구,치킨,뚝섬,20220518,,뚝섬
39C80568CC,서울특별시 성동구 상원12길 34,안*,,서울 성동구,한식-육류/고기,뚝섬,20241017,,뚝섬
FA9FC0963F,서울특별시 성동구 상원2길 5-5,비스***,,서울 성동구,양식,뚝섬,20170612,,뚝섬
A31F4B0838,서울특별시 성동구 상원2길 5-5,모르**,,서울 성동구,와인바,뚝섬,20200410,,뚝섬
984E520E5D,서울특별시 성동구 상원2길 5-5,오드*************,,서울 성동구,일반 유흥주점,뚝섬,20220722,,뚝섬
387BDBCD80,서울특별시 성동구 상원6가길 3,웜히*,,서울 성동구,카페,뚝섬,20220719,,뚝섬
79892ACBB1,서울특별시 성동구 상원길 38-1,메가*********,커피전문점2,서울 성동구,커피전문점,뚝섬,20220616,,뚝섬
350FB4A18B,서울특별시 성동구 상원길 47-1,와인***,,서울 성동구,주류,뚝섬,20230619,,뚝섬
FD01231FB6,서울특별시 성동구 상원길 48-1,성수****,,서울 성동구,백반/가정식,뚝섬,20230927,,뚝섬
229E67841F,서울특별시 성동구 상원길 48-1,성수***,,서울 성동구,한식-해물/생선,뚝섬,20230927,,뚝섬
94502BA9DC,서울특별시 성동구 서울숲2길 2,묘*,,서울 성동구,카페,,20190930,,성수
320A02A60D,서울특별시 성동구 서울숲2길 2,소와****,,서울 성동구,한식-육류/고기,,20230920,,성수
73DBE0BFDF,서울특별시 성동구 서울숲2길 6,산도*********,,서울 성동구,햄버거,,20221026,,성수
3DE5786D97,서울특별시 성동구 서울숲2길 8,위켄********************,,서울 성동구,카페,,20230703,,성수
8D65C5B594,서울특별시 성동구 서울숲2길 9,글레****,,서울 성동구,아이스크림/빙수,,20200310,,성수
80920DEE31,서울특별시 성동구 서울숲7길 9,퍼머*****,,서울 성동구,카페,뚝섬,20240530,,뚝섬
161867AF15,서울특별시 성동구 서울숲길 20,아이***************,,서울 성동구,베이커리,,20170420,,성수
80EC87C6D8,서울특별시 성동구 서울숲길 25,닥터**,,서울 성동구,식료품,,20190503,,성수
2AF934A41E,서울특별시 성동구 서울숲길 50,꼬모***********,,서울 성동구,카페,뚝섬,20221020,,성수
68FD248F73,서울특별시 성동구 서울숲길 55,디어****,,서울 성동구,베이커리,뚝섬,20240216,,성수
003473B465,서울특별시 성동구 서울숲길 55,바틀****************,,서울 성동구,백반/가정식,뚝섬,20190507,,성수
E9D11C9FFC,서울특별시 성동구 성덕정3길 8,브와*,,서울 성동구,와인바,성수,20230622,,성수
1164A7B9D5,서울특별시 성동구 성덕정3길 8,성수****,,서울 성동구,햄버거,성수,20211008,,성수
3B758AC2A1,서울특별시 성동구 성덕정9길 3,성수**,,서울 성동구,분식,성수,20210910,,성수
1E6E98E3FB,서울특별시 성동구 성덕정9길 8,논스*****,,서울 성동구,샌드위치/토스트,성수,20181214,,성수
09544ED347,서울특별시 성동구 성덕정9길 9,또*,,서울 성동구,포장마차,성수,20210309,,성수
DB3164F768,서울특별시 성동구 성덕정길 27,최가******,,서울 성동구,분식,,20220803,,송정동
8E6C738921,서울특별시 성동구 성덕정길 27,네네**,치킨10,서울 성동구,치킨,,20171205,,송정동
FD3AE857A6,서울특별시 성동구 성덕정길 32,후라*********,치킨40,서울 성동구,치킨,성수,20161012,,송정동
0E5900ADFC,서울특별시 성동구 성덕정길 39,성공*******,,서울 성동구,호프/맥주,성수,20200421,,송정동
857B7267B0,서울특별시 성동구 성덕정길 42,조프****,,서울 성동구,베이커리,성수,20190611,,송정동
79D7D3DBF2,서울특별시 성동구 성덕정길 44,일*,,서울 성동구,한식-단품요리일반,성수,20201119,,송정동
8ED8FEB618,서울특별시 성동구 성덕정길 47,기댈*,,서울 성동구,아이스크림/빙수,성수,20230522,,송정동
699C421ABB,서울특별시 성동구 성덕정길 48,공릉**********,한식-국수/만두2,서울 성동구,한식-국수/만두,성수,20220204,,송정동
B4760EE910,서울특별시 성동구 성덕정길 56,스태*,,서울 성동구,호프/맥주,성수,20230303,,송정동
768E71CF20,서울특별시 성동구 성덕정길 57,플란**********,,서울 성동구,샌드위치/토스트,성수,20240805,,송정동
B90AD96CF9,서울특별시 성동구 성덕정길 63,맷*,,서울 성동구,양식,성수,20230411,,송정동
51BEB72D68,서울특별시 성동구 성덕정길 65,국보*,,서울 성동구,백반/가정식,성수,20200228,,송정동
8C96D7ED90,서울특별시 성동구 성덕정길 66,까사*****,,서울 성동구,카페,성수,20210901,,송정동
CCAD277073,서울특별시 성동구 성덕정길 71,도깨*,,서울 성동구,룸살롱/단란주점,성수,20181121,,송정동
248ED10705,서울특별시 성동구 성덕정길 75,타코***,,서울 성동구,이자카야,성수,20230802,,송정동
9E02C6BC7C,서울특별시 성동구 성덕정길 76,쫄랑*****,,서울 성동구,일반 유흥주점,성수,20190813,,송정동
C8BFE622A5,서울특별시 성동구 성덕정길 78,앵무****,,서울 성동구,구내식당/푸드코트,성수,20230927,20250721.0,송정동
0DA8A07267,서울특별시 성동구 성덕정길 79,자애**,,서울 성동구,인삼제품,성수,20170517,,송정동
1F803A0080,서울특별시 성동구 성덕정길 80,진식*,,서울 성동구,백반/가정식,성수,20200827,,송정동
7F2B4924B4,서울특별시 성동구 성덕정길 82,마블*****,,서울 성동구,축산물,성수,20240516,,송정동
224FBAD80C,서울특별시 성동구 성덕정길 91,지수**,,서울 성동구,베이커리,성수,20200327,,송정동
355A49D07D,서울특별시 성동구 성덕정길 92,씨장*********,,서울 성동구,베이커리,성수,20240222,,송정동
9D837FF7F3,서울특별시 성동구 성덕정길 93,왕족*,,서울 성동구,한식-육류/고기,성수,20170911,,송정동
D29AB82613,서울특별시 성동구 성덕정길 93,내고******,,서울 성동구,한식-육류/고기,성수,20210129,,송정동
C53BCF7844,서울특별시 성동구 성덕정길 94,수제*****,,서울 성동구,한식-단품요리일반,성수,20230802,,송정동
BFDC273AED,서울특별시 성동구 성덕정길 98,언니**,,서울 성동구,커피전문점,성수,20190710,,송정동
A7882F4EF8,서울특별시 성동구 성덕정길 99,참참**,치킨29,서울 성동구,치킨,성수,20220118,,송정동
4182680D90,서울특별시 성동구 성덕정길 99,붕어***,,서울 성동구,베이커리,성수,20231208,,송정동
00803E9174,서울특별시 성동구 성수이로 18,포도****,,서울 성동구,양식,성수,20240208,,성수
770CC873E4,서울특별시 성동구 성수이로 18,글리*,,서울 성동구,카페,성수,20221025,,성수
0CD2370AA8,서울특별시 성동구 성수이로 23,호식**********,치킨38,서울 성동구,치킨,성수,20170727,,성수
A2DEC8B8B8,서울특별시 성동구 성수이로 29,양일**,,서울 성동구,식료품,성수,20171026,,성수
7B8E77F9B2,서울특별시 성동구 성수이로 30,뚝도**,,서울 성동구,한식-육류/고기,성수,20240513,,성수
49DD179441,서울특별시 성동구 성수이로 33,감닭****,,서울 성동구,한식-육류/고기,성수,20190617,,성수
9B061FC959,서울특별시 성동구 성수이로 35,홀리******,,서울 성동구,치킨,성수,20231019,,성수
BBD8478BE6,서울특별시 성동구 성수이로 35,성수******,,서울 성동구,식품 제조,성수,20221027,,성수
8150B24EAD,서울특별시 성동구 성수이로 37,신기*****,,서울 성동구,일식당,성수,20231103,,성수
48F3AA695A,서울특별시 성동구 성수이로 39,현방******,,서울 성동구,한식-육류/고기,성수,20210709,,성수
4018B532A8,서울특별시 성동구 성수이로 51,탐앤********,카페13,서울 성동구,카페,성수,20200131,,성수
F9740CF3C4,서울특별시 성동구 성수이로 51,갈*,,서울 성동구,한식-냉면,성수,20210503,,성수
0B5E2CA162,서울특별시 성동구 성수이로 51,남영*********,,서울 성동구,백반/가정식,성수,20230425,,성수
095A791091,서울특별시 성동구 성수이로 51,담소***************,한식-단품요리일반3,서울 성동구,한식-단품요리일반,성수,20220304,,성수
E4C901B00D,서울특별시 성동구 성수이로 65,성수****,,서울 성동구,중식당,성수,20190228,,성수
C07C0292B5,서울특별시 성동구 성수이로 66,더블********,,서울 성동구,식료품,성수,20230126,,성수
F0A284DA09,서울특별시 성동구 성수이로 66,기*,,서울 성동구,일식당,성수,20240308,,성수
3EA2263A90,서울특별시 성동구 성수이로 71,성수**,,서울 성동구,한식-육류/고기,성수,20210722,,성수
47B04D5AF9,서울특별시 성동구 성수이로 75,페이**,,서울 성동구,양식,성수,20220711,,성수
C1FA7755FC,서울특별시 성동구 성수이로 90,사람************,백반/가정식12,서울 성동구,백반/가정식,성수,20190529,20250729.0,성수
6DFE8B7651,서울특별시 성동구 성수일로 10,카페******************,,서울 성동구,카페,성수,20190308,,성수
40F82EA1A1,서울특별시 성동구 성수일로 10,스시**,,서울 성동구,일식당,성수,20220214,,성수
85A3A72B48,서울특별시 성동구 성수일로 10,푸라*******,한식-육류/고기29,서울 성동구,한식-육류/고기,성수,20210609,,성수
DA9FEE893A,서울특별시 성동구 성수일로 21,누메*****,,서울 성동구,양식,성수,20200302,,성수
C47DE85D62,서울특별시 성동구 성수일로 27,매*,,서울 성동구,식료품,뚝섬,20231019,,성수
966680A20F,서울특별시 성동구 성수일로 39,메가***********,커피전문점2,서울 성동구,커피전문점,뚝섬,20210319,,성수
505C1CCC24,서울특별시 성동구 성수일로 47,오레***,,서울 성동구,일식당,,20190424,,성수
102BD17A37,서울특별시 성동구 성수일로 47,더 *************,,서울 성동구,요리주점,,20191128,,성수
08336C3B85,서울특별시 성동구 성수일로 47,담소**********,한식-단품요리일반3,서울 성동구,한식-단품요리일반,,20171215,20250702.0,성수
DA4547AB2F,서울특별시 성동구 성수일로 54,풍년******,,서울 성동구,한식-육류/고기,성수,20201014,,성수
A92743CA52,서울특별시 성동구 성수일로 56,무브************,,서울 성동구,카페,성수,20200810,,성수
DADB178866,서울특별시 성동구 성수일로 77,김가***********,분식1,서울 성동구,분식,뚝섬,20181029,,성수
C7F49C4961,서울특별시 성동구 성수일로 89,제이*,,서울 성동구,카페,뚝섬,20171018,,성수
510366DAA4,서울특별시 성동구 성수일로 95,일차**,,서울 성동구,백반/가정식,뚝섬,20230628,,성수
04A4FBD34D,서울특별시 성동구 성수일로 95,턴업********,,서울 성동구,한식-단품요리일반,뚝섬,20210325,,성수
5A9FD5F5CD,서울특별시 성동구 성수일로 99,김밥**,분식4,서울 성동구,분식,뚝섬,20191122,,성수
55D6CC671E,서울특별시 성동구 성수일로 99,아로**,,서울 성동구,백반/가정식,뚝섬,20230330,,성수
590A329DB9,서울특별시 성동구 성수일로 99,소유*****,,서울 성동구,한식-단품요리일반,뚝섬,20241011,,성수
54EA8467D3,서울특별시 성동구 송정12길 13,한마***,,서울 성동구,축산물,,20230721,,송정동
C372007CE6,서울특별시 성동구 송정12길 14,신촌***,,서울 성동구,한식-단품요리일반,,20220531,,송정동
90C54E3D50,서울특별시 성동구 송정길 80-3,더 ******,,서울 성동구,베이커리,,20241119,,송정동
DA4DC755CB,서울특별시 성동구 송정길 82-3,송정**,,서울 성동구,커피전문점,,20230904,,송정동
3F3F64EAED,서울특별시 성동구 아차산로 18,어묵******,,서울 성동구,식료품,뚝섬,20220706,,건대입구
735E70DD2F,서울특별시 성동구 아차산로 42,죽이******,한식-죽3,서울 성동구,한식-죽,뚝섬,20241126,,건대입구
7A666E6612,서울특별시 성동구 아차산로 46,뚝도**,,서울 성동구,와인바,뚝섬,20221027,,건대입구
E6BF54CE96,서울특별시 성동구 아차산로 48,뚝섬******,커피전문점4,서울 성동구,커피전문점,뚝섬,20210827,,건대입구
6C3EFED516,서울특별시 성동구 아차산로 49,토마********,분식17,서울 성동구,분식,뚝섬,20220825,,건대입구
B8C1E9F4C6,서울특별시 성동구 아차산로 49,오*,,서울 성동구,카페,뚝섬,20230905,,건대입구
474B033710,서울특별시 성동구 아차산로 49,파스*******,커피전문점14,서울 성동구,커피전문점,뚝섬,20170918,,건대입구
50A34DE644,서울특별시 성동구 아차산로 49,매머***********,,서울 성동구,커피전문점,뚝섬,20201231,,건대입구
F7CED7B6BD,서울특별시 성동구 아차산로 49,밥플*****************,,서울 성동구,백반/가정식,뚝섬,20230425,,건대입구
A1DD765AC4,서울특별시 성동구 아차산로 49,오늘******,,서울 성동구,한식-찌개/전골,뚝섬,20240627,,건대입구
1B0AE78A30,서울특별시 성동구 아차산로 54,라쿵****,,서울 성동구,베이커리,뚝섬,20240517,,건대입구
BF95976F07,서울특별시 성동구 아차산로 66,파트**********,,서울 성동구,커피전문점,성수,20240314,,건대입구
202266AAE4,서울특별시 성동구 아차산로 84,쿠키*,,서울 성동구,한식-단품요리일반,성수,20220421,20250728.0,건대입구
7BB9A47821,서울특별시 성동구 아차산로 87,생강********,,서울 성동구,분식,성수,20240903,,건대입구
0050D68B18,서울특별시 성동구 아차산로 87,70**************,,서울 성동구,룸살롱/단란주점,성수,20230531,,건대입구
73FBCF7FB1,서울특별시 성동구 아차산로 92,베스****,,서울 성동구,식료품,성수,20220908,,건대입구
7FBBD87F5E,서울특별시 성동구 아차산로 92,기왕***,,서울 성동구,한식-육류/고기,성수,20190306,,건대입구
0CF7026A60,서울특별시 성동구 아차산로 92,고*,,서울 성동구,일식-덮밥/돈가스,성수,20191204,,건대입구
1025481D02,서울특별시 성동구 아차산로 96,나이*****,,서울 성동구,담배,성수,20190531,,건대입구
CB17914E57,서울특별시 성동구 아차산로 96,규카******,,서울 성동구,일식당,성수,20230821,20250716.0,건대입구
43B23BDD6B,서울특별시 성동구 아차산로 96,홍콩***********,중식당9,서울 성동구,중식당,성수,20210812,,건대입구
180F6A644D,서울특별시 성동구 아차산로 96,컴포********,커피전문점11,서울 성동구,커피전문점,성수,20190507,,건대입구
9B39FC5C56,서울특별시 성동구 아차산로 96,광장**,,서울 성동구,한식-육류/고기,성수,20190909,,건대입구
6F46C2ECBD,서울특별시 성동구 아차산로 96,보승*******,,서울 성동구,한식-국밥/설렁탕,성수,20240816,,건대입구
10320FAE94,서울특별시 성동구 아차산로 97,투파********,,서울 성동구,양식,성수,20221125,,건대입구
96CC46E113,서울특별시 성동구 연무장1길 7,따우******,,서울 성동구,카페,성수,20240730,,성수
404C43C6FA,서울특별시 성동구 연무장3길 3,마야******,,서울 성동구,양식,성수,20240626,,성수
2445E4D19D,서울특별시 성동구 연무장3길 6,로우*,,서울 성동구,카페,성수,20180703,,성수
108EC801B1,서울특별시 성동구 연무장7길 4,성수******,,서울 성동구,한식-감자탕,성수,20170424,,성수
9A37DEDA8A,서울특별시 성동구 연무장7길 4,소문**************,,서울 성동구,한식-감자탕,성수,20220829,,성수
C950C04B17,서울특별시 성동구 연무장7길 5,노다*,,서울 성동구,식료품,성수,20190524,,성수
B671472E12,서울특별시 성동구 연무장7길 7,토원****,,서울 성동구,백반/가정식,성수,20190821,,성수
A1B1D7C33E,서울특별시 성동구 연무장7길 7,핵밥****,,서울 성동구,일식-덮밥/돈가스,성수,20231129,,성수
56AB36BDAF,서울특별시 성동구 연무장7길 8,메탈***,,서울 성동구,카페,성수,20230809,,성수
A3298F3389,서울특별시 성동구 연무장9길 4,태*,,서울 성동구,백반/가정식,성수,20240708,,성수
3B2E13DA95,서울특별시 성동구 연무장9길 4,디엑*********,,서울 성동구,한식-단품요리일반,성수,20230329,,성수
E5B4CAB28C,서울특별시 성동구 연무장9길 6,핌피***,,서울 성동구,양식,성수,20240419,,성수
37AA28CAF8,서울특별시 성동구 연무장9길 6,스테*,,서울 성동구,카페,성수,20210909,,성수
6958CB3DC0,서울특별시 성동구 연무장길 12,이로*,,서울 성동구,이자카야,성수,20190409,,성수
B8D4C536C4,서울특별시 성동구 연무장길 12,뮤직******,,서울 성동구,한식-단품요리일반,성수,20240311,,성수
FC4D2DC52C,서울특별시 성동구 연무장길 14,롤앤*,,서울 성동구,기타세계요리,성수,20230711,,성수
19C9B789DA,서울특별시 성동구 연무장길 18,이오*,,서울 성동구,양식,성수,20200729,,성수
23F50506A9,서울특별시 성동구 연무장길 20,칸토*******,,서울 성동구,한식-단품요리일반,성수,20200120,,성수
2A4B681277,서울특별시 성동구 연무장길 38,기러******,,서울 성동구,양식,성수,20220228,,성수
F6B42598BE,서울특별시 성동구 연무장길 44,길동**,,서울 성동구,일식-우동/소바/라면,성수,20180723,,성수
D5D64A7CE8,서울특별시 성동구 연무장길 50,초이*******,,서울 성동구,일식당,성수,20230420,,성수
8D4E12726C,서울특별시 성동구 연무장길 54,소프**,,서울 성동구,아이스크림/빙수,성수,20230421,,성수
680E102527,서울특별시 성동구 연무장길 60,헤이**,,서울 성동구,피자,성수,20190104,,성수
0B08F64E3F,서울특별시 성동구 연무장길 60,32******,,서울 성동구,요리주점,성수,20170615,,성수
3183771CC5,서울특별시 성동구 연무장길 60,성수**,,서울 성동구,한식-국수/만두,성수,20231122,,성수
693A6576E9,서울특별시 성동구 연무장길 76,매머**************,,서울 성동구,커피전문점,성수,20210205,,성수
335B38273C,서울특별시 성동구 연무장길 81,아쿠***************,,서울 성동구,카페,성수,20210615,,성수
434671439E,서울특별시 성동구 연무장길 81,러프**,,서울 성동구,카페,성수,20211019,,성수
895BBD5C5B,서울특별시 성동구 연무장길 84,퍼프************,,서울 성동구,카페,,20230523,,성수
C3BF4915D5,서울특별시 성동구 연무장길 94,칠칠********************,,서울 성동구,양식,,20220411,,성수
7A29E2FB9F,서울특별시 성동구 연무장길 94,로우*****,,서울 성동구,커피전문점,,20200611,,성수
6667AD4338,서울특별시 성동구 왕십리로 16,대흥*****,,서울 성동구,한식-육류/고기,,20191129,,왕십리
2CB43F0D78,서울특별시 성동구 왕십리로 50,삼청********,,서울 성동구,한식-단품요리일반,,20230518,,왕십리
C3D51FA850,서울특별시 성동구 왕십리로 58,소랑**,,서울 성동구,양식,,20200818,,왕십리
32425BE27F,서울특별시 성동구 왕십리로 58,도쎄***,,서울 성동구,양식,,20210712,20230530.0,왕십리
43A4217D54,서울특별시 성동구 왕십리로 58,도쎄***,,서울 성동구,양식,,20230530,,왕십리
B162012869,서울특별시 성동구 왕십리로 58,스낵****,,서울 성동구,일식당,,20230816,,왕십리
B021B15DA5,서울특별시 성동구 왕십리로 58,프랭*********,,서울 성동구,햄버거,,20240701,,왕십리
936ABF3C7F,서울특별시 성동구 왕십리로 58,육*,,서울 성동구,한식-육류/고기,,20240104,,왕십리
9A27CDDD2A,서울특별시 성동구 왕십리로 64,서울******,,서울 성동구,커피전문점,,20200423,,왕십리
FAB0188A01,서울특별시 성동구 왕십리로 66,비엔************,카페6,서울 성동구,카페,,20200217,,왕십리
D5845DCD06,서울특별시 성동구 왕십리로 84,멀티*******,,서울 성동구,커피전문점,뚝섬,20230829,,뚝섬
95697BBAEC,서울특별시 성동구 왕십리로 94,배스**********,아이스크림/빙수1,서울 성동구,아이스크림/빙수,뚝섬,20241114,,뚝섬
B5985767EC,서울특별시 성동구 용답15길 14,용답**,,서울 성동구,농산물,답십리,20230207,,답십리
E9CCC6C53D,서울특별시 성동구 용답15길 14,용답*****,,서울 성동구,식료품,답십리,20190723,,답십리
9FF4B1EA10,서울특별시 성동구 용답19길 10,미스********,,서울 성동구,일식당,답십리,20240618,,용답
0AF7BD60A5,서울특별시 성동구 용답19길 11,카페***,,서울 성동구,카페,답십리,20200928,,용답
DBC4830070,서울특별시 성동구 용답19길 12,경성*******,,서울 성동구,요리주점,답십리,20240607,,용답
811C8862F1,서울특별시 성동구 용답19길 13,코다******,,서울 성동구,한식-단품요리일반,답십리,20200824,,용답
50E5564482,서울특별시 성동구 용답19길 14,목포**,,서울 성동구,백반/가정식,답십리,20191029,,용답
5840B960CE,서울특별시 성동구 용답19길 15,인생***,,서울 성동구,치킨,답십리,20200428,,용답
2B2AD47693,서울특별시 성동구 용답19길 17,김뚜************,,서울 성동구,한식-찌개/전골,답십리,20240821,,용답
420DCCAD41,서울특별시 성동구 용답19길 18,양평***,한식-국밥/설렁탕9,서울 성동구,한식-국밥/설렁탕,답십리,20200623,,용답
A1886B3C8E,서울특별시 성동구 용답23길 19,컨티*************************,,서울 성동구,카페,답십리,20220728,20250801.0,답십리
61574AF3E1,서울특별시 성동구 용답25길 22,공유************,,서울 성동구,카페,답십리,20220816,20250107.0,답십리
B64B92DCCE,서울특별시 성동구 용답25길 27,사이*************,,서울 성동구,식료품,답십리,20230329,,답십리
36BBE40E4D,서울특별시 성동구 용답29길 15,나으*,,서울 성동구,백반/가정식,답십리,20171101,,답십리
4076B62091,서울특별시 성동구 용답29길 19,또봉***,치킨17,서울 성동구,치킨,답십리,20240425,,답십리
F8EB6EC7ED,서울특별시 성동구 용답29길 26,용답**,,서울 성동구,호프/맥주,답십리,20231025,,답십리
C068094A9E,서울특별시 성동구 용답29길 26,불티**,,서울 성동구,한식-육류/고기,답십리,20220707,,답십리
A364FF986F,서울특별시 성동구 용답29길 32,한스****************,,서울 성동구,일반 유흥주점,답십리,20240509,,답십리
36E3A686C1,서울특별시 성동구 장터5가길 6,코코***,,서울 성동구,카페,금남시장,20211019,,금남시장
